Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,Variant.1,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup,Start Timestamp
Case 3514,Take in charge ticket,Value 2,2010-12-21 11:37:56.000,Variant 19,19,Variant 19,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-21 11:26:41.750000
Case 3514,Create SW anomaly,Value 2,2010-12-21 11:38:54.000,Variant 19,19,Variant 19,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-21 11:38:37.249781
Case 205,Take in charge ticket,Value 2,2010-12-21 13:36:16.000,Variant 3,3,Variant 3,Value 1,Value 109,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-21 13:25:01.750000
Case 4488,Resolve ticket,Value 14,2010-12-21 13:44:29.000,Variant 1,1,Variant 1,Value 1,Value 86,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-21 13:18:36.750000
Case 1308,Assign seriousness,Value 8,2010-12-21 14:23:11.000,Variant 1,1,Variant 1,Value 1,Value 34,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-21 14:18:55.945769
Case 205,Resolve ticket,Value 2,2010-12-21 14:31:29.000,Variant 3,3,Variant 3,Value 1,Value 109,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-21 14:15:32.215928
Case 1308,Take in charge ticket,Value 15,2010-12-21 14:59:20.000,Variant 1,1,Variant 1,Value 1,Value 34,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-21 14:42:51.672642
Case 315,Closed,Value 5,2010-12-21 15:22:22.000,Variant 3,3,Variant 3,Value 1,Value 142,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-21 12:46:30.125000
Case 1297,Assign seriousness,Value 8,2010-12-22 08:22:44.000,Variant 12,12,Variant 12,Value 1,Value 48,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-22 07:51:24.418645
Case 1005,Assign seriousness,Value 8,2010-12-22 08:35:14.000,Variant 1,1,Variant 1,Value 1,Value 83,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1,2010-12-22 08:31:14.884620
Case 1005,Take in charge ticket,Value 2,2010-12-22 08:49:10.000,Variant 1,1,Variant 1,Value 1,Value 83,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1,2010-12-22 08:45:08.565806
Case 2709,Closed,Value 5,2010-12-22 09:06:59.000,Variant 3,3,Variant 3,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2010-12-22 06:31:07.125000
Case 1298,Assign seriousness,Value 8,2010-12-22 09:22:41.000,Variant 33,33,Variant 33,Value 1,Value 281,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-22 08:52:51.882203
Case 2733,Assign seriousness,Value 8,2010-12-22 09:51:57.000,Variant 1,1,Variant 1,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-22 09:03:18.275822
Case 1758,Assign seriousness,Value 8,2010-12-22 09:57:47.000,Variant 146,146,Variant 146,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-22 09:06:46.597536
Case 2733,Take in charge ticket,Value 14,2010-12-22 10:03:37.000,Variant 1,1,Variant 1,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-22 09:59:04.046980
Case 1758,Take in charge ticket,Value 2,2010-12-22 10:29:39.000,Variant 146,146,Variant 146,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-22 10:20:26.820360
Case 2798,Assign seriousness,Value 8,2010-12-22 10:35:27.000,Variant 4,4,Variant 4,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-22 10:10:15.987565
Case 2725,Take in charge ticket,Value 2,2010-12-22 10:39:15.000,Variant 3,3,Variant 3,Value 1,Value 73,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2010-12-22 10:28:00.750000
Case 2725,Resolve ticket,Value 2,2010-12-22 10:39:25.000,Variant 3,3,Variant 3,Value 1,Value 73,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2010-12-22 10:39:22.112031
Case 1758,Resolve ticket,Value 2,2010-12-22 10:40:09.000,Variant 146,146,Variant 146,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-22 10:37:07.057964
Case 2798,Assign seriousness,Value 2,2010-12-22 10:40:40.000,Variant 4,4,Variant 4,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-22 09:52:29.134724
Case 2798,Take in charge ticket,Value 2,2010-12-22 10:40:48.000,Variant 4,4,Variant 4,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-22 10:40:45.689625
Case 2743,Assign seriousness,Value 13,2010-12-22 10:47:01.000,Variant 9,9,Variant 9,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-22 09:47:51.105787
Case 2743,Take in charge ticket,Value 2,2010-12-22 10:50:25.000,Variant 9,9,Variant 9,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-22 10:49:26.085436
Case 2540,Closed,Value 5,2010-12-22 11:11:12.000,Variant 1,1,Variant 1,Value 1,Value 174,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-22 08:35:20.125000
Case 4022,Take in charge ticket,Value 2,2010-12-22 11:21:33.000,Variant 24,24,Variant 24,Value 1,Value 303,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1,2010-12-22 11:10:18.750000
Case 4022,Resolve ticket,Value 2,2010-12-22 11:21:41.000,Variant 24,24,Variant 24,Value 1,Value 303,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1,2010-12-22 11:21:38.689625
Case 1758,Take in charge ticket,Value 2,2010-12-22 14:50:01.000,Variant 146,146,Variant 146,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-22 13:37:51.357136
Case 1308,Resolve ticket,Value 15,2010-12-22 15:18:08.000,Variant 1,1,Variant 1,Value 1,Value 34,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-22 14:52:15.750000
Case 2547,Closed,Value 5,2010-12-22 15:40:33.000,Variant 1,1,Variant 1,Value 1,Value 142,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-22 13:04:41.125000
Case 2028,Closed,Value 5,2010-12-22 16:41:43.000,Variant 1,1,Variant 1,Value 1,Value 81,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-22 14:05:51.125000
Case 1035,Take in charge ticket,Value 2,2010-12-22 16:57:41.000,Variant 13,13,Variant 13,Value 1,Value 23,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-22 16:46:26.750000
Case 1035,Resolve ticket,Value 2,2010-12-22 16:58:03.000,Variant 13,13,Variant 13,Value 1,Value 23,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-22 16:57:56.646469
Case 608,Assign seriousness,Value 8,2010-12-23 08:52:03.000,Variant 3,3,Variant 3,Value 1,Value 107,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-23 08:30:11.252458
Case 3153,Assign seriousness,Value 13,2010-12-23 09:03:37.000,Variant 3,3,Variant 3,Value 1,Value 30,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2010-12-23 08:30:31.473604
Case 3153,Take in charge ticket,Value 2,2010-12-23 09:22:38.000,Variant 3,3,Variant 3,Value 1,Value 30,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2010-12-23 09:17:08.482757
Case 2583,Take in charge ticket,Value 12,2010-12-23 09:44:06.000,Variant 13,13,Variant 13,Value 1,Value 349,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,2010-12-23 09:32:51.750000
Case 2583,Resolve ticket,Value 12,2010-12-23 09:44:20.000,Variant 13,13,Variant 13,Value 1,Value 349,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,2010-12-23 09:44:14.753772
Case 3153,Wait,Value 2,2010-12-23 09:52:16.000,Variant 3,3,Variant 3,Value 1,Value 30,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2010-12-23 09:43:42.519143
Case 4523,Assign seriousness,Value 8,2010-12-23 10:15:45.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-23 09:34:47.469406
Case 1003,Assign seriousness,Value 8,2010-12-23 11:23:52.000,Variant 1,1,Variant 1,Value 1,Value 20,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-23 10:44:35.760629
Case 3234,Take in charge ticket,Value 9,2010-12-23 11:42:29.000,Variant 194,194,Variant 194,Value 1,Value 147,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-23 11:31:14.750000
Case 3234,Resolve ticket,Value 9,2010-12-23 11:43:04.000,Variant 194,194,Variant 194,Value 1,Value 147,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-23 11:42:51.913256
Case 996,Assign seriousness,Value 8,2010-12-23 13:51:43.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2010-12-23 13:44:21.385443
Case 2733,Resolve ticket,Value 14,2010-12-23 14:20:54.000,Variant 1,1,Variant 1,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-23 13:55:01.750000
Case 3874,Assign seriousness,Value 8,2010-12-23 14:21:43.000,Variant 4,4,Variant 4,Value 1,Value 44,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-23 13:30:31.109272
Case 155,Wait,Value 14,2010-12-23 15:26:07.000,Variant 3,3,Variant 3,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-23 14:08:15.500000
Case 3874,Assign seriousness,Value 8,2010-12-23 15:27:57.000,Variant 4,4,Variant 4,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-23 15:02:59.043071
Case 1298,Take in charge ticket,Value 15,2010-12-23 16:13:50.000,Variant 33,33,Variant 33,Value 1,Value 281,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-23 16:02:35.750000
Case 1298,Resolve ticket,Value 15,2010-12-23 16:13:58.000,Variant 33,33,Variant 33,Value 1,Value 281,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-23 16:13:54.354717
Case 4141,Assign seriousness,Value 8,2010-12-23 16:39:25.000,Variant 1,1,Variant 1,Value 1,Value 37,Value 2,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-23 15:44:05.701185
Case 1421,Assign seriousness,Value 8,2010-12-23 16:56:31.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-23 16:34:01.546000
Case 1832,Closed,Value 5,2010-12-23 17:00:50.000,Variant 3,3,Variant 3,Value 1,Value 9,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-23 14:24:58.125000
Case 4316,Closed,Value 5,2010-12-24 11:10:27.000,Variant 1,1,Variant 1,Value 1,Value 89,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-24 08:34:35.125000
Case 3621,Closed,Value 5,2010-12-24 13:10:28.000,Variant 7,7,Variant 7,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1,2010-12-24 10:34:36.125000
Case 1906,Closed,Value 5,2010-12-24 16:30:28.000,Variant 1,1,Variant 1,Value 1,Value 208,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-24 13:54:36.125000
Case 2548,Closed,Value 5,2010-12-24 17:00:36.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2010-12-24 14:24:44.125000
Case 1779,Closed,Value 5,2010-12-25 09:09:21.000,Variant 4,4,Variant 4,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2010-12-25 06:33:29.125000
Case 4157,Closed,Value 5,2010-12-25 09:10:19.000,Variant 3,3,Variant 3,Value 1,Value 166,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2,2010-12-25 06:34:27.125000
Case 1567,Closed,Value 5,2010-12-25 10:10:39.000,Variant 3,3,Variant 3,Value 1,Value 58,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-25 07:34:47.125000
Case 913,Closed,Value 5,2010-12-25 14:00:23.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-25 11:24:31.125000
Case 3359,Closed,Value 5,2010-12-25 16:40:33.000,Variant 4,4,Variant 4,Value 1,Value 48,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-25 14:04:41.125000
Case 3114,Closed,Value 5,2010-12-25 17:00:33.000,Variant 29,29,Variant 29,Value 1,Value 322,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-25 14:24:41.125000
Case 779,Closed,Value 5,2010-12-26 09:11:49.000,Variant 3,3,Variant 3,Value 1,Value 36,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1,2010-12-26 06:35:57.125000
Case 302,Closed,Value 5,2010-12-26 17:00:29.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2,2010-12-26 14:24:37.125000
Case 4486,Closed,Value 5,2010-12-26 17:00:38.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-26 14:24:46.125000
Case 903,Closed,Value 5,2010-12-26 17:00:49.000,Variant 7,7,Variant 7,Value 1,Value 54,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-26 14:24:57.125000
Case 1051,Assign seriousness,Value 9,2010-12-27 08:06:01.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-27 07:54:23.542915
Case 996,Take in charge ticket,Value 6,2010-12-27 08:09:54.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2010-12-27 07:58:39.750000
Case 3153,Take in charge ticket,Value 2,2010-12-27 08:25:36.000,Variant 3,3,Variant 3,Value 1,Value 30,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2010-12-27 08:14:21.750000
Case 1595,Take in charge ticket,Value 2,2010-12-27 08:26:15.000,Variant 22,22,Variant 22,Value 1,Value 75,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-27 08:15:00.750000
Case 1595,Resolve ticket,Value 2,2010-12-27 08:26:37.000,Variant 22,22,Variant 22,Value 1,Value 75,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-27 08:26:30.646469
Case 3706,Assign seriousness,Value 9,2010-12-27 10:43:45.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1,2010-12-27 10:29:59.972415
Case 3170,Assign seriousness,Value 9,2010-12-27 13:12:08.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 2,2010-12-27 13:04:42.347258
Case 1641,Assign seriousness,Value 13,2010-12-27 13:37:45.000,Variant 48,48,Variant 48,Value 1,Value 199,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-27 13:24:44.956783
Case 3217,Assign seriousness,Value 13,2010-12-27 13:42:51.000,Variant 4,4,Variant 4,Value 1,Value 199,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-27 12:55:03.824590
Case 4499,Assign seriousness,Value 13,2010-12-27 13:46:04.000,Variant 4,4,Variant 4,Value 1,Value 199,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-27 13:33:00.103757
Case 3170,Take in charge ticket,Value 16,2010-12-27 14:07:44.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 2,2010-12-27 13:47:28.742857
Case 1421,Take in charge ticket,Value 14,2010-12-27 14:15:21.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-27 14:04:06.750000
Case 1421,Resolve ticket,Value 14,2010-12-27 14:15:41.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-27 14:15:33.201342
Case 3170,Wait,Value 16,2010-12-27 14:23:30.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 2,2010-12-27 14:17:45.385714
Case 4141,Take in charge ticket,Value 2,2010-12-27 14:45:16.000,Variant 1,1,Variant 1,Value 1,Value 37,Value 2,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-27 14:34:01.750000
Case 1051,Take in charge ticket,Value 2,2010-12-27 14:46:09.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-27 12:50:35.564442
Case 3706,Take in charge ticket,Value 2,2010-12-27 14:59:31.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1,2010-12-27 13:45:39.123039
Case 1554,Resolve ticket,Value 2,2010-12-27 15:15:11.000,Variant 1,1,Variant 1,Value 1,Value 303,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-27 14:49:18.750000
Case 3706,Resolve ticket,Value 2,2010-12-27 15:55:56.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1,2010-12-27 15:39:38.422552
Case 320,Assign seriousness,Value 13,2010-12-27 16:12:53.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2010-12-27 15:55:26.679162
Case 320,Take in charge ticket,Value 2,2010-12-27 16:51:07.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2010-12-27 16:40:04.499951
Case 1422,Assign seriousness,Value 2,2010-12-27 16:54:27.000,Variant 4,4,Variant 4,Value 1,Value 44,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-27 16:24:45.344334
Case 1422,Take in charge ticket,Value 2,2010-12-27 16:54:42.000,Variant 4,4,Variant 4,Value 1,Value 44,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-27 16:54:37.668047
Case 2289,Take in charge ticket,Value 2,2010-12-27 17:00:14.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-27 16:48:59.750000
Case 1297,Take in charge ticket,Value 2,2010-12-27 17:01:15.000,Variant 12,12,Variant 12,Value 1,Value 48,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-27 16:50:00.750000
Case 1028,Assign seriousness,Value 8,2010-12-28 08:31:42.000,Variant 1,1,Variant 1,Value 1,Value 71,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2010-12-28 07:41:42.697549
Case 2543,Resolve ticket,Value 14,2010-12-28 08:51:11.000,Variant 1,1,Variant 1,Value 1,Value 20,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-28 08:25:18.750000
Case 3874,Take in charge ticket,Value 14,2010-12-28 08:53:07.000,Variant 4,4,Variant 4,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-28 08:41:52.750000
Case 4573,Closed,Value 5,2010-12-28 10:30:32.000,Variant 3,3,Variant 3,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-28 07:54:40.125000
Case 1014,Assign seriousness,Value 8,2010-12-28 10:41:06.000,Variant 3,3,Variant 3,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2010-12-28 09:57:08.034341
Case 3514,Resolve ticket,Value 2,2010-12-28 10:42:53.000,Variant 19,19,Variant 19,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-28 10:17:00.750000
Case 4425,Resolve ticket,Value 2,2010-12-28 11:35:39.000,Variant 1,1,Variant 1,Value 1,Value 360,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-28 11:09:46.750000
Case 1805,Assign seriousness,Value 13,2010-12-28 12:04:45.000,Variant 1,1,Variant 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-28 11:17:05.851749
Case 1805,Take in charge ticket,Value 13,2010-12-28 13:07:14.000,Variant 1,1,Variant 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-28 12:44:54.975207
Case 1805,Resolve ticket,Value 13,2010-12-28 13:08:04.000,Variant 1,1,Variant 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-28 13:07:46.141574
Case 359,Assign seriousness,Value 8,2010-12-28 13:15:48.000,Variant 1,1,Variant 1,Value 1,Value 75,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-28 13:05:09.326175
Case 1889,Assign seriousness,Value 8,2010-12-28 13:43:35.000,Variant 1,1,Variant 1,Value 1,Value 317,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-28 12:50:47.783603
Case 1889,Take in charge ticket,Value 2,2010-12-28 13:57:57.000,Variant 1,1,Variant 1,Value 1,Value 317,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-28 13:53:48.057087
Case 3085,Closed,Value 5,2010-12-28 15:10:26.000,Variant 1,1,Variant 1,Value 1,Value 180,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-28 12:34:34.125000
Case 322,Closed,Value 5,2010-12-28 15:44:23.000,Variant 3,3,Variant 3,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-28 13:08:31.125000
Case 3200,Assign seriousness,Value 8,2010-12-28 15:53:17.000,Variant 4,4,Variant 4,Value 1,Value 177,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2010-12-28 15:06:28.455833
Case 3200,Assign seriousness,Value 8,2010-12-28 16:02:11.000,Variant 4,4,Variant 4,Value 1,Value 177,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2010-12-28 15:22:16.465545
Case 3200,Take in charge ticket,Value 8,2010-12-28 16:02:21.000,Variant 4,4,Variant 4,Value 1,Value 177,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2010-12-28 16:02:18.515745
Case 319,Assign seriousness,Value 8,2010-12-28 16:23:40.000,Variant 3,3,Variant 3,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-28 15:34:32.461491
Case 608,Take in charge ticket,Value 9,2010-12-28 16:34:13.000,Variant 3,3,Variant 3,Value 1,Value 107,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-28 16:22:58.750000
Case 608,Wait,Value 9,2010-12-28 16:43:35.000,Variant 3,3,Variant 3,Value 1,Value 107,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-28 16:40:20.921418
Case 3505,Assign seriousness,Value 2,2010-12-28 17:31:43.000,Variant 1,1,Variant 1,Value 1,Value 241,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-28 17:29:48.097059
Case 1347,Closed,Value 5,2010-12-29 08:20:31.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-29 05:44:39.125000
Case 2115,Assign seriousness,Value 8,2010-12-29 08:23:43.000,Variant 1,1,Variant 1,Value 1,Value 171,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-29 07:28:03.810261
Case 365,Assign seriousness,Value 2,2010-12-29 09:06:43.000,Variant 3,3,Variant 3,Value 1,Value 153,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-29 08:43:30.987410
Case 365,Take in charge ticket,Value 2,2010-12-29 09:06:53.000,Variant 3,3,Variant 3,Value 1,Value 153,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-29 09:06:50.112031
Case 1964,Closed,Value 5,2010-12-29 09:10:20.000,Variant 9,9,Variant 9,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-29 06:34:28.125000
Case 4523,Take in charge ticket,Value 7,2010-12-29 09:19:43.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-29 09:08:28.750000
Case 4523,Resolve ticket,Value 7,2010-12-29 09:21:03.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-29 09:20:40.664275
Case 2629,Closed,Value 5,2010-12-29 09:21:50.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-29 06:45:58.125000
Case 3213,Closed,Value 5,2010-12-29 09:45:10.000,Variant 1,1,Variant 1,Value 1,Value 107,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-29 07:09:18.125000
Case 365,Wait,Value 2,2010-12-29 10:49:51.000,Variant 3,3,Variant 3,Value 1,Value 153,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-29 10:20:06.812859
Case 601,Assign seriousness,Value 8,2010-12-29 11:10:05.000,Variant 1,1,Variant 1,Value 1,Value 166,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-29 10:29:07.660977
Case 3817,Assign seriousness,Value 8,2010-12-29 11:50:28.000,Variant 1,1,Variant 1,Value 1,Value 240,Value 12,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-29 11:12:36.178766
Case 2223,Closed,Value 5,2010-12-29 13:30:30.000,Variant 1,1,Variant 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2010-12-29 10:54:38.125000
