Activity,lifecycle:transition_start,Resource,Start Timestamp,Activity_start,Resource_start,Case ID,case:variant_start,case:variant-index_start,case:creator_start,event_index_start,EventID,lifecycle:transition_complete,org:resource_complete,Complete Timestamp,Activity_complete,Resource_complete,case:variant_complete,case:variant-index_complete,case:creator_complete,event_index_complete,duration,duration_seconds,duration_ms,duration_hours
Cancelar Solicitud,start,11041,2016-02-10 15:27:08,Cancelar Solicitud,11041,84855,Variant 1,1,Fluxicon Disco,0,84855_Cancelar Solicitud_0,complete,11041,2016-02-10 15:27:10,Cancelar Solicitud,11041,Variant 1,1,Fluxicon Disco,0,0 days 00:00:02,2.0,2000.0,0.0005555555555555556
Notificacion estudiante cancelacion soli,start,11041,2016-02-10 15:29:27,Notificacion estudiante cancelacion soli,11041,84855,Variant 1,1,Fluxicon Disco,0,84855_Notificacion estudiante cancelacion soli_0,complete,11041,2016-02-10 15:29:27,Notificacion estudiante cancelacion soli,11041,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,5183,2016-02-10 15:44:07,Traer informacion estudiante - banner,5183,84857,Variant 45,45,Fluxicon Disco,0,84857_Traer informacion estudiante - banner_0,complete,5183,2016-02-10 15:44:07,Traer informacion estudiante - banner,5183,Variant 45,45,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,5183,2016-02-10 15:44:08,Radicar Solicitud Homologacion,5183,84857,Variant 45,45,Fluxicon Disco,0,84857_Radicar Solicitud Homologacion_0,complete,5183,2016-02-10 15:44:33,Radicar Solicitud Homologacion,5183,Variant 45,45,Fluxicon Disco,0,0 days 00:00:25,25.0,25000.0,0.006944444444444444
Validar solicitud,start,22475,2016-02-10 16:09:23,Validar solicitud,22475,84857,Variant 45,45,Fluxicon Disco,0,84857_Validar solicitud_0,complete,22475,2016-02-10 16:10:54,Validar solicitud,22475,Variant 45,45,Fluxicon Disco,0,0 days 00:01:31,91.0,91000.0,0.025277777777777777
Cancelar Solicitud,start,22491,2016-02-10 16:09:23,Cancelar Solicitud,22491,84857,Variant 45,45,Fluxicon Disco,0,84857_Cancelar Solicitud_0,complete,22491,2016-02-11 04:04:13,Cancelar Solicitud,22491,Variant 45,45,Fluxicon Disco,0,0 days 11:54:50,42890.0,42890000.0,11.91388888888889
Recepcion de documentos,start,26789,2016-02-10 17:41:22,Recepcion de documentos,26789,84857,Variant 45,45,Fluxicon Disco,0,84857_Recepcion de documentos_0,complete,26789,2016-02-11 03:55:45,Recepcion de documentos,26789,Variant 45,45,Fluxicon Disco,0,0 days 10:14:23,36863.0,36863000.0,10.239722222222222
Notificacion estudiante cancelacion soli,start,22491,2016-06-24 20:06:42,Notificacion estudiante cancelacion soli,22491,84857,Variant 45,45,Fluxicon Disco,0,84857_Notificacion estudiante cancelacion soli_0,complete,22491,2016-06-24 20:06:42,Notificacion estudiante cancelacion soli,22491,Variant 45,45,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,11204,2016-02-10 17:28:01,Traer informacion estudiante - banner,11204,84901,Variant 1,1,Fluxicon Disco,0,84901_Traer informacion estudiante - banner_0,complete,11204,2016-02-10 17:28:01,Traer informacion estudiante - banner,11204,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,11204,2016-02-10 17:28:06,Radicar Solicitud Homologacion,11204,84901,Variant 1,1,Fluxicon Disco,0,84901_Radicar Solicitud Homologacion_0,complete,11204,2016-02-10 17:28:10,Radicar Solicitud Homologacion,11204,Variant 1,1,Fluxicon Disco,0,0 days 00:00:04,4.0,4000.0,0.0011111111111111111
Cancelar Solicitud,start,19019,2016-02-10 17:32:28,Cancelar Solicitud,19019,84901,Variant 1,1,Fluxicon Disco,0,84901_Cancelar Solicitud_0,complete,19019,2016-02-10 17:33:58,Cancelar Solicitud,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:01:30,90.0,90000.0,0.025
Notificacion estudiante cancelacion soli,start,19019,2016-02-10 21:03:03,Notificacion estudiante cancelacion soli,19019,84901,Variant 1,1,Fluxicon Disco,0,84901_Notificacion estudiante cancelacion soli_0,complete,19019,2016-02-10 21:03:03,Notificacion estudiante cancelacion soli,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,11204,2016-02-10 17:32:52,Traer informacion estudiante - banner,11204,84902,Variant 1,1,Fluxicon Disco,0,84902_Traer informacion estudiante - banner_0,complete,11204,2016-02-10 17:32:52,Traer informacion estudiante - banner,11204,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,11204,2016-02-10 17:32:53,Radicar Solicitud Homologacion,11204,84902,Variant 1,1,Fluxicon Disco,0,84902_Radicar Solicitud Homologacion_0,complete,11204,2016-02-10 17:32:56,Radicar Solicitud Homologacion,11204,Variant 1,1,Fluxicon Disco,0,0 days 00:00:03,3.0,3000.0,0.0008333333333333334
Cancelar Solicitud,start,19019,2016-02-10 17:36:12,Cancelar Solicitud,19019,84902,Variant 1,1,Fluxicon Disco,0,84902_Cancelar Solicitud_0,complete,19019,2016-02-10 17:37:40,Cancelar Solicitud,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:01:28,88.0,88000.0,0.024444444444444446
Notificacion estudiante cancelacion soli,start,19019,2016-02-10 21:04:23,Notificacion estudiante cancelacion soli,19019,84902,Variant 1,1,Fluxicon Disco,0,84902_Notificacion estudiante cancelacion soli_0,complete,19019,2016-02-10 21:04:23,Notificacion estudiante cancelacion soli,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,11204,2016-02-10 17:36:34,Traer informacion estudiante - banner,11204,84903,Variant 1,1,Fluxicon Disco,0,84903_Traer informacion estudiante - banner_0,complete,11204,2016-02-10 17:36:34,Traer informacion estudiante - banner,11204,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,11204,2016-02-10 17:36:35,Radicar Solicitud Homologacion,11204,84903,Variant 1,1,Fluxicon Disco,0,84903_Radicar Solicitud Homologacion_0,complete,11204,2016-02-10 17:36:38,Radicar Solicitud Homologacion,11204,Variant 1,1,Fluxicon Disco,0,0 days 00:00:03,3.0,3000.0,0.0008333333333333334
Cancelar Solicitud,start,19019,2016-02-10 17:40:07,Cancelar Solicitud,19019,84903,Variant 1,1,Fluxicon Disco,0,84903_Cancelar Solicitud_0,complete,19019,2016-02-10 17:41:31,Cancelar Solicitud,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:01:24,84.0,84000.0,0.023333333333333334
Notificacion estudiante cancelacion soli,start,19019,2016-02-10 21:04:49,Notificacion estudiante cancelacion soli,19019,84903,Variant 1,1,Fluxicon Disco,0,84903_Notificacion estudiante cancelacion soli_0,complete,19019,2016-02-10 21:04:49,Notificacion estudiante cancelacion soli,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,11204,2016-02-10 17:40:19,Traer informacion estudiante - banner,11204,84904,Variant 1,1,Fluxicon Disco,0,84904_Traer informacion estudiante - banner_0,complete,11204,2016-02-10 17:40:19,Traer informacion estudiante - banner,11204,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,11204,2016-02-10 17:40:20,Radicar Solicitud Homologacion,11204,84904,Variant 1,1,Fluxicon Disco,0,84904_Radicar Solicitud Homologacion_0,complete,11204,2016-02-10 17:40:22,Radicar Solicitud Homologacion,11204,Variant 1,1,Fluxicon Disco,0,0 days 00:00:02,2.0,2000.0,0.0005555555555555556
Cancelar Solicitud,start,19019,2016-02-10 17:42:45,Cancelar Solicitud,19019,84904,Variant 1,1,Fluxicon Disco,0,84904_Cancelar Solicitud_0,complete,19019,2016-02-10 17:44:07,Cancelar Solicitud,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:01:22,82.0,82000.0,0.02277777777777778
Notificacion estudiante cancelacion soli,start,19019,2016-02-10 21:05:02,Notificacion estudiante cancelacion soli,19019,84904,Variant 1,1,Fluxicon Disco,0,84904_Notificacion estudiante cancelacion soli_0,complete,19019,2016-02-10 21:05:02,Notificacion estudiante cancelacion soli,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,11614,2016-02-10 22:17:11,Traer informacion estudiante - banner,11614,85051,Variant 1,1,Fluxicon Disco,0,85051_Traer informacion estudiante - banner_0,complete,11614,2016-02-10 22:17:11,Traer informacion estudiante - banner,11614,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,11614,2016-02-10 22:17:18,Radicar Solicitud Homologacion,11614,85051,Variant 1,1,Fluxicon Disco,0,85051_Radicar Solicitud Homologacion_0,complete,11614,2016-02-10 22:23:56,Radicar Solicitud Homologacion,11614,Variant 1,1,Fluxicon Disco,0,0 days 00:06:38,398.0,398000.0,0.11055555555555556
Cancelar Solicitud,start,19019,2016-02-11 18:55:26,Cancelar Solicitud,19019,85051,Variant 1,1,Fluxicon Disco,0,85051_Cancelar Solicitud_0,complete,19019,2016-02-11 18:59:30,Cancelar Solicitud,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:04:04,244.0,244000.0,0.06777777777777778
Notificacion estudiante cancelacion soli,start,19019,2016-02-12 13:02:36,Notificacion estudiante cancelacion soli,19019,85051,Variant 1,1,Fluxicon Disco,0,85051_Notificacion estudiante cancelacion soli_0,complete,19019,2016-02-12 13:02:36,Notificacion estudiante cancelacion soli,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,5064,2016-02-10 23:35:33,Traer informacion estudiante - banner,5064,85101,Variant 2,2,Fluxicon Disco,0,85101_Traer informacion estudiante - banner_0,complete,5064,2016-02-10 23:35:33,Traer informacion estudiante - banner,5064,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,5064,2016-02-10 23:35:37,Radicar Solicitud Homologacion,5064,85101,Variant 2,2,Fluxicon Disco,0,85101_Radicar Solicitud Homologacion_0,complete,5064,2016-02-11 00:00:54,Radicar Solicitud Homologacion,5064,Variant 2,2,Fluxicon Disco,0,0 days 00:25:17,1517.0,1517000.0,0.42138888888888887
Validar solicitud,start,49,2016-02-16 00:53:08,Validar solicitud,49,85101,Variant 2,2,Fluxicon Disco,0,85101_Validar solicitud_0,complete,49,2016-02-16 01:09:42,Validar solicitud,49,Variant 2,2,Fluxicon Disco,0,0 days 00:16:34,994.0,994000.0,0.2761111111111111
Homologacion por grupo de cursos,start,2541,2016-02-18 15:28:07,Homologacion por grupo de cursos,2541,85101,Variant 2,2,Fluxicon Disco,0,85101_Homologacion por grupo de cursos_0,complete,2541,2016-02-18 15:31:30,Homologacion por grupo de cursos,2541,Variant 2,2,Fluxicon Disco,0,0 days 00:03:23,203.0,203000.0,0.05638888888888889
Traer informacion estudiante - banner,start,9449,2016-02-11 14:52:05,Traer informacion estudiante - banner,9449,85305,Variant 1,1,Fluxicon Disco,0,85305_Traer informacion estudiante - banner_0,complete,9449,2016-02-11 14:52:05,Traer informacion estudiante - banner,9449,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,9449,2016-02-11 14:52:06,Radicar Solicitud Homologacion,9449,85305,Variant 1,1,Fluxicon Disco,0,85305_Radicar Solicitud Homologacion_0,complete,9449,2016-02-11 14:52:13,Radicar Solicitud Homologacion,9449,Variant 1,1,Fluxicon Disco,0,0 days 00:00:07,7.0,7000.0,0.0019444444444444444
Cancelar Solicitud,start,18929,2016-02-11 15:07:34,Cancelar Solicitud,18929,85305,Variant 1,1,Fluxicon Disco,0,85305_Cancelar Solicitud_0,complete,18929,2016-02-11 16:11:26,Cancelar Solicitud,18929,Variant 1,1,Fluxicon Disco,0,0 days 01:03:52,3832.0,3832000.0,1.0644444444444445
Notificacion estudiante cancelacion soli,start,18929,2016-02-23 13:08:19,Notificacion estudiante cancelacion soli,18929,85305,Variant 1,1,Fluxicon Disco,0,85305_Notificacion estudiante cancelacion soli_0,complete,18929,2016-02-23 13:08:19,Notificacion estudiante cancelacion soli,18929,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,4130,2016-02-11 17:00:44,Traer informacion estudiante - banner,4130,85401,Variant 1,1,Fluxicon Disco,0,85401_Traer informacion estudiante - banner_0,complete,4130,2016-02-11 17:00:44,Traer informacion estudiante - banner,4130,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,4130,2016-02-11 17:00:51,Radicar Solicitud Homologacion,4130,85401,Variant 1,1,Fluxicon Disco,0,85401_Radicar Solicitud Homologacion_0,complete,4130,2016-02-11 17:02:28,Radicar Solicitud Homologacion,4130,Variant 1,1,Fluxicon Disco,0,0 days 00:01:37,97.0,97000.0,0.026944444444444444
Cancelar Solicitud,start,1707,2016-02-11 18:37:58,Cancelar Solicitud,1707,85401,Variant 1,1,Fluxicon Disco,0,85401_Cancelar Solicitud_0,complete,1707,2016-02-11 18:38:10,Cancelar Solicitud,1707,Variant 1,1,Fluxicon Disco,0,0 days 00:00:12,12.0,12000.0,0.0033333333333333335
Notificacion estudiante cancelacion soli,start,1707,2016-02-11 18:50:23,Notificacion estudiante cancelacion soli,1707,85401,Variant 1,1,Fluxicon Disco,0,85401_Notificacion estudiante cancelacion soli_0,complete,1707,2016-02-11 18:50:23,Notificacion estudiante cancelacion soli,1707,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,9433,2016-02-11 20:47:49,Traer informacion estudiante - banner,9433,85452,Variant 2,2,Fluxicon Disco,0,85452_Traer informacion estudiante - banner_0,complete,9433,2016-02-11 20:47:49,Traer informacion estudiante - banner,9433,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,9433,2016-02-11 20:47:51,Radicar Solicitud Homologacion,9433,85452,Variant 2,2,Fluxicon Disco,0,85452_Radicar Solicitud Homologacion_0,complete,9433,2016-02-11 20:47:51,Radicar Solicitud Homologacion,9433,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Validar solicitud,start,677,2016-02-11 20:59:07,Validar solicitud,677,85452,Variant 2,2,Fluxicon Disco,0,85452_Validar solicitud_0,complete,677,2016-02-11 21:03:07,Validar solicitud,677,Variant 2,2,Fluxicon Disco,0,0 days 00:04:00,240.0,240000.0,0.06666666666666667
Homologacion por grupo de cursos,start,3445,2016-02-12 12:40:49,Homologacion por grupo de cursos,3445,85452,Variant 2,2,Fluxicon Disco,0,85452_Homologacion por grupo de cursos_0,complete,3445,2016-02-12 13:24:49,Homologacion por grupo de cursos,3445,Variant 2,2,Fluxicon Disco,0,0 days 00:44:00,2640.0,2640000.0,0.7333333333333333
Traer informacion estudiante - banner,start,4130,2016-02-11 20:57:25,Traer informacion estudiante - banner,4130,85453,Variant 46,46,Fluxicon Disco,0,85453_Traer informacion estudiante - banner_0,complete,4130,2016-02-11 20:57:25,Traer informacion estudiante - banner,4130,Variant 46,46,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,4130,2016-02-11 20:57:27,Radicar Solicitud Homologacion,4130,85453,Variant 46,46,Fluxicon Disco,0,85453_Radicar Solicitud Homologacion_0,complete,4130,2016-02-11 21:20:22,Radicar Solicitud Homologacion,4130,Variant 46,46,Fluxicon Disco,0,0 days 00:22:55,1375.0,1375000.0,0.3819444444444444
Validar solicitud,start,1707,2016-02-16 17:55:06,Validar solicitud,1707,85453,Variant 46,46,Fluxicon Disco,0,85453_Validar solicitud_0,complete,1707,2016-02-16 18:51:59,Validar solicitud,1707,Variant 46,46,Fluxicon Disco,0,0 days 00:56:53,3413.0,3413000.0,0.9480555555555555
Homologacion por grupo de cursos,start,15930,2016-02-25 18:48:46,Homologacion por grupo de cursos,15930,85453,Variant 46,46,Fluxicon Disco,0,85453_Homologacion por grupo de cursos_0,complete,15930,2016-02-25 19:43:47,Homologacion por grupo de cursos,15930,Variant 46,46,Fluxicon Disco,0,0 days 00:55:01,3301.0,3301000.0,0.9169444444444445
Revisar curso,start,1707,2016-02-25 18:48:46,Revisar curso,1707,85453,Variant 46,46,Fluxicon Disco,0,85453_Revisar curso_0,complete,1707,2016-02-25 18:56:32,Revisar curso,1707,Variant 46,46,Fluxicon Disco,0,0 days 00:07:46,466.0,466000.0,0.12944444444444445
Evaluacion curso,start,6958,2016-02-26 18:35:03,Evaluacion curso,6958,85453,Variant 46,46,Fluxicon Disco,0,85453_Evaluacion curso_0,complete,6958,2016-02-26 18:59:27,Evaluacion curso,6958,Variant 46,46,Fluxicon Disco,0,0 days 00:24:24,1464.0,1464000.0,0.4066666666666667
Validacion final,start,1707,2016-03-02 19:11:10,Validacion final,1707,85453,Variant 46,46,Fluxicon Disco,0,85453_Validacion final_0,complete,1707,2016-03-02 19:15:10,Validacion final,1707,Variant 46,46,Fluxicon Disco,0,0 days 00:04:00,240.0,240000.0,0.06666666666666667
Visto Bueno Cierre Proceso,start,15930,2016-03-03 12:18:43,Visto Bueno Cierre Proceso,15930,85453,Variant 46,46,Fluxicon Disco,0,85453_Visto Bueno Cierre Proceso_0,complete,15930,2016-03-03 12:34:43,Visto Bueno Cierre Proceso,15930,Variant 46,46,Fluxicon Disco,0,0 days 00:16:00,960.0,960000.0,0.26666666666666666
Validacion final,start,1707,2016-03-07 14:54:52,Validacion final,1707,85453,Variant 46,46,Fluxicon Disco,1,85453_Validacion final_1,complete,1707,2016-03-07 14:55:43,Validacion final,1707,Variant 46,46,Fluxicon Disco,1,0 days 00:00:51,51.0,51000.0,0.014166666666666666
Visto Bueno Cierre Proceso,start,15930,2016-03-07 15:51:45,Visto Bueno Cierre Proceso,15930,85453,Variant 46,46,Fluxicon Disco,1,85453_Visto Bueno Cierre Proceso_1,complete,15930,2016-03-07 15:53:43,Visto Bueno Cierre Proceso,15930,Variant 46,46,Fluxicon Disco,1,0 days 00:01:58,118.0,118000.0,0.03277777777777778
Transferir Creditos,start,15930,2016-03-07 17:50:13,Transferir Creditos,15930,85453,Variant 46,46,Fluxicon Disco,0,85453_Transferir Creditos_0,complete,15930,2016-03-07 17:50:13,Transferir Creditos,15930,Variant 46,46,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Transferir creditos homologables,start,15930,2016-03-07 17:50:14,Transferir creditos homologables,15930,85453,Variant 46,46,Fluxicon Disco,0,85453_Transferir creditos homologables_0,complete,15930,2016-03-07 17:50:14,Transferir creditos homologables,15930,Variant 46,46,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Transferir creditos homologables,start,15930,2016-03-07 17:50:15,Transferir creditos homologables,15930,85453,Variant 46,46,Fluxicon Disco,4,85453_Transferir creditos homologables_4,complete,15930,2016-03-07 17:50:15,Transferir creditos homologables,15930,Variant 46,46,Fluxicon Disco,4,0 days 00:00:00,0.0,0.0,0.0
Transferir creditos homologables,start,15930,2016-03-07 17:50:15,Transferir creditos homologables,15930,85453,Variant 46,46,Fluxicon Disco,3,85453_Transferir creditos homologables_3,complete,15930,2016-03-07 17:50:15,Transferir creditos homologables,15930,Variant 46,46,Fluxicon Disco,3,0 days 00:00:00,0.0,0.0,0.0
Transferir creditos homologables,start,15930,2016-03-07 17:50:15,Transferir creditos homologables,15930,85453,Variant 46,46,Fluxicon Disco,2,85453_Transferir creditos homologables_2,complete,15930,2016-03-07 17:50:15,Transferir creditos homologables,15930,Variant 46,46,Fluxicon Disco,2,0 days 00:00:00,0.0,0.0,0.0
Transferir creditos homologables,start,15930,2016-03-07 17:50:15,Transferir creditos homologables,15930,85453,Variant 46,46,Fluxicon Disco,1,85453_Transferir creditos homologables_1,complete,15930,2016-03-07 17:50:15,Transferir creditos homologables,15930,Variant 46,46,Fluxicon Disco,1,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,5330,2016-02-11 21:27:04,Traer informacion estudiante - banner,5330,85454,Variant 25,25,Fluxicon Disco,0,85454_Traer informacion estudiante - banner_0,complete,5330,2016-02-11 21:27:04,Traer informacion estudiante - banner,5330,Variant 25,25,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,5330,2016-02-11 21:27:08,Radicar Solicitud Homologacion,5330,85454,Variant 25,25,Fluxicon Disco,0,85454_Radicar Solicitud Homologacion_0,complete,5330,2016-02-11 22:06:57,Radicar Solicitud Homologacion,5330,Variant 25,25,Fluxicon Disco,0,0 days 00:39:49,2389.0,2389000.0,0.6636111111111112
Validar solicitud,start,241,2016-02-18 21:16:47,Validar solicitud,241,85454,Variant 25,25,Fluxicon Disco,0,85454_Validar solicitud_0,complete,241,2016-02-18 21:24:30,Validar solicitud,241,Variant 25,25,Fluxicon Disco,0,0 days 00:07:43,463.0,463000.0,0.12861111111111112
Homologacion por grupo de cursos,start,6979,2016-02-19 20:20:05,Homologacion por grupo de cursos,6979,85454,Variant 25,25,Fluxicon Disco,0,85454_Homologacion por grupo de cursos_0,complete,6979,2016-02-20 07:02:38,Homologacion por grupo de cursos,6979,Variant 25,25,Fluxicon Disco,0,0 days 10:42:33,38553.0,38553000.0,10.709166666666667
Recepcion de documentos,start,26789,2016-02-19 20:20:05,Recepcion de documentos,26789,85454,Variant 25,25,Fluxicon Disco,0,85454_Recepcion de documentos_0,complete,26789,2016-02-20 05:37:05,Recepcion de documentos,26789,Variant 25,25,Fluxicon Disco,0,0 days 09:17:00,33420.0,33420000.0,9.283333333333333
Validar solicitud,start,1707,2016-02-11 22:48:23,Validar solicitud,1707,85504,Variant 16,16,Fluxicon Disco,0,85504_Validar solicitud_0,complete,1707,2016-02-11 23:00:30,Validar solicitud,1707,Variant 16,16,Fluxicon Disco,0,0 days 00:12:07,727.0,727000.0,0.20194444444444445
Traer informacion estudiante - banner,start,4457,2016-02-12 01:26:13,Traer informacion estudiante - banner,4457,85504,Variant 16,16,Fluxicon Disco,0,85504_Traer informacion estudiante - banner_0,complete,4457,2016-02-12 01:26:13,Traer informacion estudiante - banner,4457,Variant 16,16,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,4457,2016-02-12 01:26:16,Radicar Solicitud Homologacion,4457,85504,Variant 16,16,Fluxicon Disco,0,85504_Radicar Solicitud Homologacion_0,complete,4457,2016-02-12 01:26:16,Radicar Solicitud Homologacion,4457,Variant 16,16,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Homologacion por grupo de cursos,start,15930,2016-02-15 16:55:51,Homologacion por grupo de cursos,15930,85504,Variant 16,16,Fluxicon Disco,0,85504_Homologacion por grupo de cursos_0,complete,15930,2016-02-15 18:57:55,Homologacion por grupo de cursos,15930,Variant 16,16,Fluxicon Disco,0,0 days 02:02:04,7324.0,7324000.0,2.0344444444444445
Validar solicitud,start,22404,2016-02-12 01:04:43,Validar solicitud,22404,85551,Variant 16,16,Fluxicon Disco,0,85551_Validar solicitud_0,complete,22404,2016-02-12 01:06:55,Validar solicitud,22404,Variant 16,16,Fluxicon Disco,0,0 days 00:02:12,132.0,132000.0,0.03666666666666667
Traer informacion estudiante - banner,start,26348,2016-02-12 02:55:21,Traer informacion estudiante - banner,26348,85551,Variant 16,16,Fluxicon Disco,0,85551_Traer informacion estudiante - banner_0,complete,26348,2016-02-12 02:55:21,Traer informacion estudiante - banner,26348,Variant 16,16,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,26348,2016-02-12 02:55:28,Radicar Solicitud Homologacion,26348,85551,Variant 16,16,Fluxicon Disco,0,85551_Radicar Solicitud Homologacion_0,complete,26348,2016-02-12 02:55:28,Radicar Solicitud Homologacion,26348,Variant 16,16,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Homologacion por grupo de cursos,start,4560,2016-02-12 17:12:36,Homologacion por grupo de cursos,4560,85551,Variant 16,16,Fluxicon Disco,0,85551_Homologacion por grupo de cursos_0,complete,4560,2016-02-13 02:06:23,Homologacion por grupo de cursos,4560,Variant 16,16,Fluxicon Disco,0,0 days 08:53:47,32027.0,32027000.0,8.89638888888889
Traer informacion estudiante - banner,start,7490,2016-02-12 15:18:57,Traer informacion estudiante - banner,7490,85601,Variant 1,1,Fluxicon Disco,0,85601_Traer informacion estudiante - banner_0,complete,7490,2016-02-12 15:18:57,Traer informacion estudiante - banner,7490,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,7490,2016-02-12 15:19:04,Radicar Solicitud Homologacion,7490,85601,Variant 1,1,Fluxicon Disco,0,85601_Radicar Solicitud Homologacion_0,complete,7490,2016-02-12 15:26:50,Radicar Solicitud Homologacion,7490,Variant 1,1,Fluxicon Disco,0,0 days 00:07:46,466.0,466000.0,0.12944444444444445
Cancelar Solicitud,start,22404,2016-02-15 15:05:55,Cancelar Solicitud,22404,85601,Variant 1,1,Fluxicon Disco,0,85601_Cancelar Solicitud_0,complete,22404,2016-02-15 15:41:49,Cancelar Solicitud,22404,Variant 1,1,Fluxicon Disco,0,0 days 00:35:54,2154.0,2154000.0,0.5983333333333334
Notificacion estudiante cancelacion soli,start,22404,2016-02-19 19:56:32,Notificacion estudiante cancelacion soli,22404,85601,Variant 1,1,Fluxicon Disco,0,85601_Notificacion estudiante cancelacion soli_0,complete,22404,2016-02-19 19:56:32,Notificacion estudiante cancelacion soli,22404,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,20194,2016-02-12 22:14:06,Traer informacion estudiante - banner,20194,85607,Variant 5,5,Fluxicon Disco,0,85607_Traer informacion estudiante - banner_0,complete,20194,2016-02-12 22:14:06,Traer informacion estudiante - banner,20194,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,20194,2016-02-12 22:14:07,Radicar Solicitud Homologacion,20194,85607,Variant 5,5,Fluxicon Disco,0,85607_Radicar Solicitud Homologacion_0,complete,20194,2016-02-12 22:14:27,Radicar Solicitud Homologacion,20194,Variant 5,5,Fluxicon Disco,0,0 days 00:00:20,20.0,20000.0,0.005555555555555556
Notificacion estudiante cancelacion soli,start,1,2016-02-23 18:59:14,Notificacion estudiante cancelacion soli,1,85607,Variant 5,5,Fluxicon Disco,0,85607_Notificacion estudiante cancelacion soli_0,complete,1,2016-02-23 18:59:14,Notificacion estudiante cancelacion soli,1,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,11583,2016-02-12 22:41:04,Traer informacion estudiante - banner,11583,85608,Variant 5,5,Fluxicon Disco,0,85608_Traer informacion estudiante - banner_0,complete,11583,2016-02-12 22:41:04,Traer informacion estudiante - banner,11583,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
